"Visualization ID","Mode","Statistic","Year","Value","Units","Name","Year ","Percent_1","change_from_previous_year_1","Commuting Mode","Rank","Date","Year 1"
"Table_5-1","Transit","Transit, non-rail","1993","85",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Transit","Transit, rail","1993","196",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Water passenger","Water passenger, total","1993","800",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Water passenger","Passenger vessel","1993","0",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","Water passenger","Recreational boating","1993","800",,"Fatalities by Selected Passenger Transportation Mode","1993",,,,,,"1993"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1994","42,193",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Air","Air, total","1994","1,057",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Air","U.S. air carrier","1994","239",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Air","Commuter carrier","1994","25",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Air","On-demand air taxi","1994","63",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Air","General aviation","1994","730",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Highway passenger, total","1994","40,046",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Passenger car occupants","1994","21,997",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Motorcyclists","1994","2,320",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Light truck occupants","1994","8,904",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Bus occupants","1994","18",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Pedestrians","1994","5,489",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Pedalcyclists","1994","802",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Highway passenger","Other","1994","516",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Rail passenger","Rail passenger, total","1994","196",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Rail passenger","Train accidents","1994","3",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1994","57",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Rail passenger","Trespassers","1994","131",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Rail passenger","Other incidents","1994","5",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Transit","Transit, total","1994","320",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Transit","Transit, non-rail","1994","110",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Transit","Transit, rail","1994","210",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Water passenger","Water passenger, total","1994","784",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Water passenger","Passenger vessel","1994","0",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","Water passenger","Recreational boating","1994","784",,"Fatalities by Selected Passenger Transportation Mode","1994",,,,,,"1994"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1995","43,260",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Air","Air, total","1995","963",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Air","U.S. air carrier","1995","168",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Air","Commuter carrier","1995","9",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Air","On-demand air taxi","1995","52",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Air","General aviation","1995","734",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Highway passenger, total","1995","41,169",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Passenger car occupants","1995","22,423",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Motorcyclists","1995","2,227",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Light truck occupants","1995","9,568",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Bus occupants","1995","33",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Pedestrians","1995","5,584",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Pedalcyclists","1995","833",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Highway passenger","Other","1995","501",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Rail passenger","Rail passenger, total","1995","211",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Rail passenger","Train accidents","1995","2",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1995","81",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Rail passenger","Trespassers","1995","122",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Rail passenger","Other incidents","1995","6",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Transit","Transit, total","1995","274",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Transit","Transit, non-rail","1995","88",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Transit","Transit, rail","1995","186",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Water passenger","Water passenger, total","1995","829",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Water passenger","Passenger vessel","1995","0",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","Water passenger","Recreational boating","1995","829",,"Fatalities by Selected Passenger Transportation Mode","1995",,,,,,"1995"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1996","43,533",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Air","Air, total","1996","1,093",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Air","U.S. air carrier","1996","380",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Air","Commuter carrier","1996","14",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Air","On-demand air taxi","1996","63",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Air","General aviation","1996","636",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Highway passenger, total","1996","41,442",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Passenger car occupants","1996","22,505",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Motorcyclists","1996","2,161",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Light truck occupants","1996","9,932",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Bus occupants","1996","21",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Pedestrians","1996","5,449",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Pedalcyclists","1996","765",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Highway passenger","Other","1996","609",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Rail passenger","Rail passenger, total","1996","177",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Rail passenger","Train accidents","1996","14",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1996","53",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Rail passenger","Trespassers","1996","102",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Rail passenger","Other incidents","1996","8",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Transit","Transit, total","1996","264",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Transit","Transit, non-rail","1996","112",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Transit","Transit, rail","1996","152",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Water passenger","Water passenger, total","1996","709",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Water passenger","Passenger vessel","1996","0",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","Water passenger","Recreational boating","1996","709",,"Fatalities by Selected Passenger Transportation Mode","1996",,,,,,"1996"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1997","43,178",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Air","Air, total","1997","724",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Air","U.S. air carrier","1997","8",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Air","Commuter carrier","1997","46",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Air","On-demand air taxi","1997","39",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Air","General aviation","1997","631",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Highway passenger, total","1997","41,290",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Passenger car occupants","1997","22,199",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Motorcyclists","1997","2,116",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Light truck occupants","1997","10,249",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Bus occupants","1997","18",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Pedestrians","1997","5,321",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Pedalcyclists","1997","814",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Highway passenger","Other","1997","573",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Rail passenger","Rail passenger, total","1997","227",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Rail passenger","Train accidents","1997","4",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Rail passenger","Highway-rail grade crossing","1997","72",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Rail passenger","Trespassers","1997","138",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Rail passenger","Other incidents","1997","13",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Transit","Transit, total","1997","275",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Transit","Transit, non-rail","1997","116",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Transit","Transit, rail","1997","159",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Water passenger","Water passenger, total","1997","821",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Water passenger","Passenger vessel","1997","0",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","Water passenger","Recreational boating","1997","821",,"Fatalities by Selected Passenger Transportation Mode","1997",,,,,,"1997"
"Table_5-1","TOTAL passenger","TOTAL passenger fatalities","1998","42,553",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Air","Air, total","1998","670",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Air","U.S. air carrier","1998","1",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Air","Commuter carrier","1998","0",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Air","On-demand air taxi","1998","45",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Air","General aviation","1998","624",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Highway passenger","Highway passenger, total","1998","40,759",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Highway passenger","Passenger car occupants","1998","21,194",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Highway passenger","Motorcyclists","1998","2,294",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Highway passenger","Light truck occupants","1998","10,705",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Highway passenger","Bus occupants","1998","38",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
"Table_5-1","Highway passenger","Pedestrians","1998","5,228",,"Fatalities by Selected Passenger Transportation Mode","1998",,,,,,"1998"
